,STATION,LINENAME,WEEKDAY,TIME,dEXITS,dENTRIES,Station_Latitude,Station_Longitude
170,49 ST-7 AVE,NQR,0,08:00:00,4438.771428571428,1056.5428571428572,40.759901,-73.984139
171,49 ST-7 AVE,NQR,0,12:00:00,6488.051282051282,2980.128205128205,40.759901,-73.984139
172,49 ST-7 AVE,NQR,0,16:00:00,3747.744680851064,6052.510638297872,40.759901,-73.984139
173,49 ST-7 AVE,NQR,0,20:00:00,3224.918367346939,8824.69387755102,40.759901,-73.984139
174,49 ST-7 AVE,NQR,1,00:00:00,1157.686274509804,2895.823529411765,40.759901,-73.984139
175,49 ST-7 AVE,NQR,1,04:00:00,510.4634146341463,429.4390243902439,40.759901,-73.984139
176,49 ST-7 AVE,NQR,1,08:00:00,4879.421052631579,1155.7368421052631,40.759901,-73.984139
177,49 ST-7 AVE,NQR,1,12:00:00,6815.023809523809,3207.1428571428573,40.759901,-73.984139
178,49 ST-7 AVE,NQR,1,16:00:00,5602.367346938776,6557.5,40.759901,-73.984139
179,49 ST-7 AVE,NQR,1,20:00:00,4012.673076923077,10161.76923076923,40.759901,-73.984139
180,49 ST-7 AVE,NQR,2,00:00:00,1215.5192307692307,3912.6153846153848,40.759901,-73.984139
181,49 ST-7 AVE,NQR,2,04:00:00,584.1136363636364,499.95454545454544,40.759901,-73.984139
182,49 ST-7 AVE,NQR,2,08:00:00,5242.675,1294.85,40.759901,-73.984139
183,49 ST-7 AVE,NQR,2,12:00:00,7042.369565217391,3447.021739130435,40.759901,-73.984139
184,49 ST-7 AVE,NQR,2,16:00:00,4411.62,6589.2,40.759901,-73.984139
185,49 ST-7 AVE,NQR,2,20:00:00,3851.5576923076924,10145.75,40.759901,-73.984139
186,49 ST-7 AVE,NQR,3,00:00:00,1280.8461538461538,3905.4615384615386,40.759901,-73.984139
187,49 ST-7 AVE,NQR,3,04:00:00,567.5,511.5,40.759901,-73.984139
188,49 ST-7 AVE,NQR,3,08:00:00,4887.1463414634145,1228.0,40.759901,-73.984139
189,49 ST-7 AVE,NQR,3,12:00:00,6787.854166666667,3373.2916666666665,40.759901,-73.984139
190,49 ST-7 AVE,NQR,3,16:00:00,4448.666666666667,6559.450980392156,40.759901,-73.984139
191,49 ST-7 AVE,NQR,3,20:00:00,4168.057692307692,9931.0,40.759901,-73.984139
192,49 ST-7 AVE,NQR,4,00:00:00,1423.450980392157,4235.549019607844,40.759901,-73.984139
193,49 ST-7 AVE,NQR,4,04:00:00,527.7,649.0,40.759901,-73.984139
194,49 ST-7 AVE,NQR,4,08:00:00,4544.25641025641,1166.051282051282,40.759901,-73.984139
195,49 ST-7 AVE,NQR,4,12:00:00,6512.863636363636,3493.6363636363635,40.759901,-73.984139
196,49 ST-7 AVE,NQR,4,16:00:00,4630.571428571428,7263.081632653061,40.759901,-73.984139
197,49 ST-7 AVE,NQR,4,20:00:00,4570.557692307692,9261.711538461539,40.759901,-73.984139
198,49 ST-7 AVE,NQR,5,00:00:00,1682.66,4305.64,40.759901,-73.984139
199,49 ST-7 AVE,NQR,5,04:00:00,438.86,792.34,40.759901,-73.984139
200,49 ST-7 AVE,NQR,5,08:00:00,1331.16,711.98,40.759901,-73.984139
201,49 ST-7 AVE,NQR,5,12:00:00,2668.8958333333335,2350.5625,40.759901,-73.984139
202,49 ST-7 AVE,NQR,5,16:00:00,3564.125,3995.375,40.759901,-73.984139
203,49 ST-7 AVE,NQR,5,20:00:00,3210.5686274509803,4504.450980392156,40.759901,-73.984139
204,49 ST-7 AVE,NQR,6,00:00:00,1483.92,3212.38,40.759901,-73.984139
205,49 ST-7 AVE,NQR,6,04:00:00,411.4791666666667,824.6458333333334,40.759901,-73.984139
206,49 ST-7 AVE,NQR,6,08:00:00,1032.468085106383,577.4468085106383,40.759901,-73.984139
207,49 ST-7 AVE,NQR,6,12:00:00,2493.0,1935.2083333333333,40.759901,-73.984139
208,49 ST-7 AVE,NQR,6,16:00:00,3086.48,3392.4,40.759901,-73.984139
209,49 ST-7 AVE,NQR,6,20:00:00,2222.44,3731.28,40.759901,-73.984139
210,42 ST-TIMES SQ,1237ACENQRS,0,00:00:00,5120.392156862745,10614.392156862745,40.757308,-73.989735
211,42 ST-TIMES SQ,1237ACENQRS,0,04:00:00,1698.1463414634147,2899.9024390243903,40.757308,-73.989735
212,42 ST-TIMES SQ,1237ACENQRS,0,08:00:00,15336.0,6659.206896551724,40.757308,-73.989735
213,42 ST-TIMES SQ,1237ACENQRS,0,12:00:00,24267.735294117647,12815.117647058823,40.757308,-73.989735
214,42 ST-TIMES SQ,1237ACENQRS,0,16:00:00,17978.162790697676,23165.767441860466,40.757308,-73.989735
215,42 ST-TIMES SQ,1237ACENQRS,0,20:00:00,15856.333333333334,31803.2,40.757308,-73.989735
216,42 ST-TIMES SQ,1237ACENQRS,1,00:00:00,4906.978723404255,12219.08510638298,40.757308,-73.989735
217,42 ST-TIMES SQ,1237ACENQRS,1,04:00:00,1868.21875,2781.9375,40.757308,-73.989735
218,42 ST-TIMES SQ,1237ACENQRS,1,08:00:00,16539.88888888889,7308.962962962963,40.757308,-73.989735
219,42 ST-TIMES SQ,1237ACENQRS,1,12:00:00,26442.783783783783,13416.972972972973,40.757308,-73.989735
220,42 ST-TIMES SQ,1237ACENQRS,1,16:00:00,19954.695652173912,24656.108695652172,40.757308,-73.989735
221,42 ST-TIMES SQ,1237ACENQRS,1,20:00:00,18284.62745098039,35164.21568627451,40.757308,-73.989735
222,42 ST-TIMES SQ,1237ACENQRS,2,00:00:00,5006.632653061224,14842.755102040815,40.757308,-73.989735
223,42 ST-TIMES SQ,1237ACENQRS,2,04:00:00,1890.7380952380952,3070.190476190476,40.757308,-73.989735
224,42 ST-TIMES SQ,1237ACENQRS,2,08:00:00,16840.625,7376.675,40.757308,-73.989735
225,42 ST-TIMES SQ,1237ACENQRS,2,12:00:00,29370.619047619046,14013.142857142857,40.757308,-73.989735
226,42 ST-TIMES SQ,1237ACENQRS,2,16:00:00,20519.0,24533.659574468085,40.757308,-73.989735
227,42 ST-TIMES SQ,1237ACENQRS,2,20:00:00,18913.122448979593,35816.816326530614,40.757308,-73.989735
228,42 ST-TIMES SQ,1237ACENQRS,3,00:00:00,5740.333333333333,15572.588235294117,40.757308,-73.989735
229,42 ST-TIMES SQ,1237ACENQRS,3,04:00:00,1762.5833333333333,3217.5555555555557,40.757308,-73.989735
230,42 ST-TIMES SQ,1237ACENQRS,3,08:00:00,16483.44827586207,7163.517241379311,40.757308,-73.989735
231,42 ST-TIMES SQ,1237ACENQRS,3,12:00:00,29528.51282051282,14065.538461538461,40.757308,-73.989735
232,42 ST-TIMES SQ,1237ACENQRS,3,16:00:00,20444.466666666667,24696.11111111111,40.757308,-73.989735
233,42 ST-TIMES SQ,1237ACENQRS,3,20:00:00,19525.395833333332,34779.3125,40.757308,-73.989735
234,42 ST-TIMES SQ,1237ACENQRS,4,00:00:00,6026.26,16518.24,40.757308,-73.989735
235,42 ST-TIMES SQ,1237ACENQRS,4,04:00:00,1936.139534883721,3590.6744186046512,40.757308,-73.989735
236,42 ST-TIMES SQ,1237ACENQRS,4,08:00:00,17547.516129032258,7491.870967741936,40.757308,-73.989735
237,42 ST-TIMES SQ,1237ACENQRS,4,12:00:00,26364.86111111111,14111.314285714287,40.757308,-73.989735
238,42 ST-TIMES SQ,1237ACENQRS,4,16:00:00,21580.916666666668,26166.791666666668,40.757308,-73.989735
239,42 ST-TIMES SQ,1237ACENQRS,4,20:00:00,20676.196078431374,32137.764705882353,40.757308,-73.989735
240,42 ST-TIMES SQ,1237ACENQRS,5,00:00:00,8265.18,17876.54,40.757308,-73.989735
241,42 ST-TIMES SQ,1237ACENQRS,5,04:00:00,1876.7843137254902,5282.803921568628,40.757308,-73.989735
242,42 ST-TIMES SQ,1237ACENQRS,5,08:00:00,5133.9607843137255,2991.9607843137255,40.757308,-73.989735
243,42 ST-TIMES SQ,1237ACENQRS,5,12:00:00,13946.0,8346.254901960785,40.757308,-73.989735
244,42 ST-TIMES SQ,1237ACENQRS,5,16:00:00,19483.469387755104,15217.795918367347,40.757308,-73.989735
